data,ano,mes,dia_juliano,hora,nucleo_sub_regional,local_recolha,especie,grupo,hcv,hcv_pct,t_ar_c,hr_pct,qa_flags
2020-07-10,2020,7,192,,"Aveiro, Viseu e Dão Lafões",Viseu,Urze,Matos atlânticos,0.93,93.0,,,
2020-07-10,2020,7,192,,"Aveiro, Viseu e Dão Lafões",Viseu,Tojo,Matos atlânticos,1.23,123.0,,,
2020-07-10,2020,7,192,,"Aveiro, Viseu e Dão Lafões",Viseu,Eucalipto,Outro,1.55,155.0,,,
2020-07-10,2020,7,192,,"Aveiro, Viseu e Dão Lafões",Viseu,P. bravo,Pinhais,1.71,171.0,,,
2020-07-13,2020,7,195,15:15,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,Urze,Matos atlânticos,0.93,93.0,34.7,30.0,
2020-07-13,2020,7,195,15:15,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,Carqueja,Matos atlânticos,0.89,89.0,34.7,30.0,
2020-07-13,2020,7,195,15:15,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,P. bravo,Pinhais,2.02,202.0,34.7,30.0,
2020-07-13,2020,7,195,12:30,AML e Alentejo Litoral,Arrábida - Setúbal,Carrasco,Matos mediterrânicos,0.2,20.0,,,
2020-07-13,2020,7,195,12:30,AML e Alentejo Litoral,Arrábida - Setúbal,Esteva,Matos mediterrânicos,0.856,85.6,,,
2020-07-13,2020,7,195,14:15,Alto Tâmega e Terra de Trás-os-Montes,Capeludos - Vila Pouca de Aguiar,Urze,Matos atlânticos,0.78,78.0,29.4,37.0,
2020-07-13,2020,7,195,14:15,Alto Tâmega e Terra de Trás-os-Montes,Capeludos - Vila Pouca de Aguiar,Carqueja,Matos atlânticos,0.74,74.0,29.4,37.0,
2020-07-13,2020,7,195,14:15,Alto Tâmega e Terra de Trás-os-Montes,Capeludos - Vila Pouca de Aguiar,P. bravo,Pinhais,1.53,153.0,29.4,37.0,
2020-07-13,2020,7,195,14:15,Médio Tejo e Lezíria do tejo,Chamusca,Esteva,Matos mediterrânicos,0.84,84.0,38.8,26.0,
2020-07-13,2020,7,195,14:15,Médio Tejo e Lezíria do tejo,Chamusca,Tojo,Matos atlânticos,0.94,94.0,38.8,26.0,
2020-07-13,2020,7,195,,Algarve,Faro,Esteva,Matos mediterrânicos,0.55,55.0,,,
2020-07-13,2020,7,195,,Alto Minho e Cávado,Ponte de Lima,P. bravo,Pinhais,1.804,180.4,,,
2020-07-13,2020,7,195,,Alto Minho e Cávado,Ponte de Lima,Eucalipto,Outro,1.61,161.0,,,
2020-07-13,2020,7,195,,Alto Minho e Cávado,Ponte de Lima,Urze,Matos atlânticos,1.049,104.9,,,
2020-07-13,2020,7,195,,Alto Minho e Cávado,Ponte de Lima,Tojo,Matos atlânticos,1.953,195.3,,,
2020-07-13,2020,7,195,,"Aveiro, Viseu e Dão Lafões",Viseu,P. bravo,Pinhais,1.33,133.0,,,
2020-07-13,2020,7,195,,"Aveiro, Viseu e Dão Lafões",Viseu,Eucalipto,Outro,1.64,164.0,,,
2020-07-13,2020,7,195,,"Aveiro, Viseu e Dão Lafões",Viseu,Urze,Matos atlânticos,1.06,106.0,,,
2020-07-13,2020,7,195,,"Aveiro, Viseu e Dão Lafões",Viseu,Tojo,Matos atlânticos,1.07,107.0,,,
2020-07-13,2020,7,195,14:30,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Carqueja,Matos atlânticos,1.15,115.0,28.9,47.6,
2020-07-13,2020,7,195,14:30,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Urze,Matos atlânticos,1.14,114.0,28.9,47.6,
2020-07-13,2020,7,195,14:30,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Tojo,Matos atlânticos,1.31,131.0,28.9,47.6,
2020-07-13,2020,7,195,14:30,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Herbáceas,Herbáceas,0.89,89.0,28.9,47.6,
2020-07-13,2020,7,195,14:25,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Carqueja,Matos atlânticos,0.91,91.0,31.5,34.7,
2020-07-13,2020,7,195,14:25,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Urze,Matos atlânticos,0.95,95.0,31.5,34.7,
2020-07-13,2020,7,195,14:25,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Herbáceas,Herbáceas,0.45,45.0,31.5,34.7,
2020-07-13,2020,7,195,14:36,Douro,Lamares - Vila Real,Carqueja,Matos atlânticos,0.88,88.0,31.6,38.3,
2020-07-13,2020,7,195,14:36,Douro,Lamares - Vila Real,Urze,Matos atlânticos,0.93,93.0,31.6,38.3,
2020-07-13,2020,7,195,14:36,Douro,Lamares - Vila Real,Herbáceas,Herbáceas,0.59,59.0,31.6,38.3,
2020-07-13,2020,7,195,14:00,AML e Alentejo Litoral,Ouressa - Sintra,Urze,Matos atlânticos,0.257,25.7,32.0,44.7,
2020-07-13,2020,7,195,14:00,AML e Alentejo Litoral,Ouressa - Sintra,Tojo,Matos atlânticos,1.184,118.4,32.0,44.7,
2020-07-13,2020,7,195,14:25,"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,Esteva,Matos mediterrânicos,0.882,88.2,40.0,21.9,
2020-07-13,2020,7,195,14:25,"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,Giesta,Giestais,1.039,103.9,40.0,21.9,
2020-07-13,2020,7,195,14:45,Médio Tejo e Lezíria do tejo,Santarém,Tojo,Matos atlânticos,0.89,89.0,39.5,27.1,
2020-07-13,2020,7,195,14:45,Médio Tejo e Lezíria do tejo,Santarém,P. bravo,Pinhais,1.75,175.0,39.5,27.0,
2020-07-14,2020,7,196,,"Aveiro, Viseu e Dão Lafões",Viseu,P. bravo,Pinhais,1.66,166.0,,,
2020-07-14,2020,7,196,,"Aveiro, Viseu e Dão Lafões",Viseu,Eucalipto,Outro,1.75,175.0,,,
2020-07-14,2020,7,196,,"Aveiro, Viseu e Dão Lafões",Viseu,Urze,Matos atlânticos,1.01,101.0,,,
2020-07-14,2020,7,196,,"Aveiro, Viseu e Dão Lafões",Viseu,Tojo,Matos atlânticos,1.27,127.0,,,
2020-07-15,2020,7,197,,"Aveiro, Viseu e Dão Lafões",Viseu,P. bravo,Pinhais,1.31,131.0,,,
2020-07-15,2020,7,197,,"Aveiro, Viseu e Dão Lafões",Viseu,Eucalipto,Outro,1.24,124.0,,,
2020-07-15,2020,7,197,,"Aveiro, Viseu e Dão Lafões",Viseu,Urze,Matos atlânticos,0.84,84.0,,,
2020-07-15,2020,7,197,,"Aveiro, Viseu e Dão Lafões",Viseu,Tojo,Matos atlânticos,1.39,139.0,,,
2020-07-15,2020,7,197,14:00,Alto Minho e Cávado,Vile - Caminha,Carqueja,Matos atlânticos,0.83,83.0,28.4,38.4,
2020-07-15,2020,7,197,14:00,Alto Minho e Cávado,Vile - Caminha,Herbáceas,Herbáceas,0.52,52.0,28.4,38.4,
2020-07-15,2020,7,197,14:00,Alto Minho e Cávado,Vile - Caminha,Urze,Matos atlânticos,0.74,74.0,28.4,38.0,
2020-07-15,2020,7,197,14:00,Alto Minho e Cávado,Vile - Caminha,Tojo,Matos atlânticos,1.36,136.0,28.4,38.0,
2020-07-16,2020,7,198,,"Aveiro, Viseu e Dão Lafões",Viseu,P. bravo,Pinhais,1.72,172.0,,,
2020-07-16,2020,7,198,,"Aveiro, Viseu e Dão Lafões",Viseu,Eucalipto,Outro,1.69,169.0,,,
2020-07-16,2020,7,198,,"Aveiro, Viseu e Dão Lafões",Viseu,Urze,Matos atlânticos,0.98,98.0,,,
2020-07-16,2020,7,198,,"Aveiro, Viseu e Dão Lafões",Viseu,Tojo,Matos atlânticos,1.41,141.0,,,
2020-07-16,2020,7,198,14:20,Alto Tâmega e Terra de Trás-os-Montes,Oleirinhos - Bragança,Esteva,Matos mediterrânicos,1.24,124.0,33.1,27.1,
2020-07-16,2020,7,198,14:20,Alto Tâmega e Terra de Trás-os-Montes,Oleirinhos - Bragança,Tojo,Matos atlânticos,1.22,122.0,33.1,27.1,
2020-07-17,2020,7,199,,"Aveiro, Viseu e Dão Lafões",Viseu,P. bravo,Pinhais,1.46,146.0,,,
2020-07-17,2020,7,199,,"Aveiro, Viseu e Dão Lafões",Viseu,Eucalipto,Outro,1.27,127.0,,,
2020-07-17,2020,7,199,,"Aveiro, Viseu e Dão Lafões",Viseu,Urze,Matos atlânticos,1.17,117.0,,,
2020-07-17,2020,7,199,,"Aveiro, Viseu e Dão Lafões",Viseu,Tojo,Matos atlânticos,1.35,135.0,,,
2020-07-20,2020,7,202,14:27,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,Urze,Matos atlânticos,0.93,93.0,32.9,28.0,
2020-07-20,2020,7,202,14:27,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,Carqueja,Matos atlânticos,0.84,84.0,32.9,28.0,
2020-07-20,2020,7,202,14:27,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,P. bravo,Pinhais,1.9,190.0,32.9,28.0,
2020-07-20,2020,7,202,13:50,AML e Alentejo Litoral,Arrábida - Setúbal,Carrasco,Matos mediterrânicos,0.2097,20.97,33.0,40.0,
2020-07-20,2020,7,202,13:50,AML e Alentejo Litoral,Arrábida - Setúbal,Esteva,Matos mediterrânicos,0.802,80.2,33.0,40.0,
2020-07-20,2020,7,202,14:00,Médio Tejo e Lezíria do tejo,Chamusca,Esteva,Matos mediterrânicos,0.86,86.0,33.3,28.5,
2020-07-20,2020,7,202,14:oo,Médio Tejo e Lezíria do tejo,Chamusca,Tojo,Matos atlânticos,0.84,84.0,33.3,28.5,
2020-07-20,2020,7,202,,Algarve,Faro,Esteva,Matos mediterrânicos,0.468,46.8,,,
2020-07-20,2020,7,202,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Carqueja,Matos atlânticos,0.948,94.8,26.7,38.9,
2020-07-20,2020,7,202,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Urze,Matos atlânticos,0.864,86.4,26.7,38.9,
2020-07-20,2020,7,202,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Tojo,Matos atlânticos,1.118,111.8,26.7,38.9,
2020-07-20,2020,7,202,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Herbáceas,Herbáceas,0.66,66.0,26.7,38.9,
2020-07-20,2020,7,202,,"Aveiro, Viseu e Dão Lafões",,Urze,Matos atlânticos,1.04,104.0,,,local_em_falta
2020-07-20,2020,7,202,,"Aveiro, Viseu e Dão Lafões",,Tojo,Matos atlânticos,1.17,117.0,,,local_em_falta
2020-07-20,2020,7,202,14:45,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Carqueja,Matos atlânticos,0.901,90.1,36.6,19.0,
2020-07-20,2020,7,202,14:45,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Urze,Matos atlânticos,0.992,99.2,36.6,19.0,
2020-07-20,2020,7,202,14:45,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Herbáceas,Herbáceas,0.556,55.6,36.6,19.0,
2020-07-20,2020,7,202,14:20,Douro,Lamares - Vila Real,Carqueja,Matos atlânticos,1.04,104.0,36.2,27.6,
2020-07-20,2020,7,202,14:20,Douro,Lamares - Vila Real,Urze,Matos atlânticos,1.15,115.0,36.2,27.6,
2020-07-20,2020,7,202,14:20,Douro,Lamares - Vila Real,Herbáceas,Herbáceas,0.49,49.0,36.2,27.6,
2020-07-20,2020,7,202,15:00,AML e Alentejo Litoral,Ouressa - Sintra,Urze,Matos atlânticos,0.2413,24.13,29.4,43.7,
2020-07-20,2020,7,202,15:00,AML e Alentejo Litoral,Ouressa - Sintra,Tojo,Matos atlânticos,1.19,119.0,29.4,43.7,
2020-07-20,2020,7,202,14:10,"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,Esteva,Matos mediterrânicos,0.809,80.9,38.3,18.0,
2020-07-20,2020,7,202,14:10,"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,Giesta,Giestais,0.841,84.1,38.3,18.0,
2020-07-20,2020,7,202,14:30,Médio Tejo e Lezíria do tejo,Santarém,Tojo,Matos atlânticos,0.86,86.0,34.0,33.6,
2020-07-20,2020,7,202,14:30,Médio Tejo e Lezíria do tejo,Santarém,P. bravo,Pinhais,1.63,163.0,34.0,33.6,
2020-07-21,2020,7,203,,"Aveiro, Viseu e Dão Lafões",Viseu,Urze,Matos atlânticos,0.58,58.0,,,
2020-07-21,2020,7,203,,"Aveiro, Viseu e Dão Lafões",Viseu,Tojo,Matos atlânticos,1.13,113.0,,,
2020-07-21,2020,7,203,,"Aveiro, Viseu e Dão Lafões",Viseu,P. bravo,Pinhais,1.314,131.4,,,
2020-07-21,2020,7,203,,"Aveiro, Viseu e Dão Lafões",Viseu,Eucalipto,Outro,1.4,140.0,,,
2020-07-21,2020,7,203,14:00,Alto Minho e Cávado,Vile - Caminha,Carqueja,Matos atlânticos,0.79,79.0,32.0,41.0,
2020-07-21,2020,7,203,14:00,Alto Minho e Cávado,Vile - Caminha,Herbáceas,Herbáceas,0.41,41.0,32.0,41.0,
2020-07-21,2020,7,203,14:00,Alto Minho e Cávado,Vile - Caminha,Urze,Matos atlânticos,0.74,74.0,32.0,41.0,
2020-07-21,2020,7,203,14:00,Alto Minho e Cávado,Vile - Caminha,Tojo,Matos atlânticos,1.48,148.0,32.0,41.0,
2020-07-22,2020,7,204,14:52,Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,Esteva,Matos mediterrânicos,0.85,85.0,33.5,28.6,
2020-07-22,2020,7,204,14:52,Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,Tojo,Matos atlânticos,0.78,78.0,33.5,28.6,
2020-07-22,2020,7,204,,Algarve,Faro,Esteva,Matos mediterrânicos,0.527,52.7,,,
2020-07-22,2020,7,204,,"Aveiro, Viseu e Dão Lafões",Viseu,Urze,Matos atlânticos,1.034,103.4,,,
2020-07-22,2020,7,204,,"Aveiro, Viseu e Dão Lafões",Viseu,Tojo,Matos atlânticos,1.23,123.0,,,
2020-07-22,2020,7,204,,"Aveiro, Viseu e Dão Lafões",Viseu,P. bravo,Pinhais,1.38,138.0,,,
2020-07-22,2020,7,204,,"Aveiro, Viseu e Dão Lafões",Viseu,Eucalipto,Outro,1.68,168.0,,,
2020-07-23,2020,7,205,,Alto Minho e Cávado,Ponte de Lima,P. bravo,Pinhais,1.732,173.2,,,
2020-07-23,2020,7,205,,Alto Minho e Cávado,Ponte de Lima,Eucalipto,Outro,1.372,137.2,,,
2020-07-23,2020,7,205,,Alto Minho e Cávado,Ponte de Lima,Urze,Matos atlânticos,0.978,97.8,,,
2020-07-23,2020,7,205,,Alto Minho e Cávado,Ponte de Lima,Tojo,Matos atlânticos,1.678,167.8,,,
2020-07-23,2020,7,205,,"Aveiro, Viseu e Dão Lafões",Viseu,Urze,Matos atlânticos,0.76,76.0,,,
2020-07-23,2020,7,205,,"Aveiro, Viseu e Dão Lafões",Viseu,Tojo,Matos atlânticos,1.3,130.0,,,
2020-07-23,2020,7,205,,"Aveiro, Viseu e Dão Lafões",Viseu,P. bravo,Pinhais,1.49,149.0,,,
2020-07-23,2020,7,205,,"Aveiro, Viseu e Dão Lafões",Viseu,Eucalipto,Outro,1.51,151.0,,,
2020-07-24,2020,7,206,,"Aveiro, Viseu e Dão Lafões",Viseu,Urze,Matos atlânticos,0.88,88.0,,,
2020-07-24,2020,7,206,,"Aveiro, Viseu e Dão Lafões",Viseu,Tojo,Matos atlânticos,1.36,136.0,,,
2020-07-24,2020,7,206,,"Aveiro, Viseu e Dão Lafões",Viseu,P. bravo,Pinhais,1.29,129.0,,,
2020-07-24,2020,7,206,,"Aveiro, Viseu e Dão Lafões",Viseu,Eucalipto,Outro,1.36,136.0,,,
2020-07-27,2020,7,209,14h00,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,Urze,Matos atlânticos,0.91,91.0,33.3,25.8,
2020-07-27,2020,7,209,14h00,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,Carqueja,Matos atlânticos,0.77,77.0,33.3,25.8,
2020-07-27,2020,7,209,14h00,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,P. bravo,Pinhais,1.85,185.0,33.3,25.8,
2020-07-27,2020,7,209,14:30,AML e Alentejo Litoral,Arrábida - Setúbal,Esteva,Matos mediterrânicos,0.679,67.9,31.6,43.2,
2020-07-27,2020,7,209,14:30,AML e Alentejo Litoral,Arrábida - Setúbal,Carrasco,Matos mediterrânicos,0.8448,84.48,31.6,43.2,
2020-07-27,2020,7,209,,"Aveiro, Viseu e Dão Lafões",,Urze,Matos atlânticos,0.93,93.0,,,local_em_falta
2020-07-27,2020,7,209,,"Aveiro, Viseu e Dão Lafões",,Tojo,Matos atlânticos,1.17,117.0,,,local_em_falta
2020-07-27,2020,7,209,,"Aveiro, Viseu e Dão Lafões",,P. bravo,Pinhais,1.31,131.0,,,local_em_falta
2020-07-27,2020,7,209,,"Aveiro, Viseu e Dão Lafões",,Eucalipto,Outro,1.48,148.0,,,local_em_falta
2020-07-27,2020,7,209,14:30,Douro,Lamares - Vila Real,Carqueja,Matos atlânticos,0.96,96.0,36.2,22.0,
2020-07-27,2020,7,209,14:30,Douro,Lamares - Vila Real,Urze,Matos atlânticos,1.06,106.0,36.2,22.0,
2020-07-27,2020,7,209,14:30,Douro,Lamares - Vila Real,Herbáceas,Herbáceas,0.37,37.0,36.2,22.0,
2020-07-27,2020,7,209,14:47,AML e Alentejo Litoral,Monsanto - Lisboa,Carrasco,Matos mediterrânicos,0.823,82.3,31.0,,
2020-07-27,2020,7,209,14:20,"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,Esteva,Matos mediterrânicos,0.823,82.3,36.5,29.0,
2020-07-27,2020,7,209,14:20,"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,Giesta,Giestais,0.918,91.8,36.5,29.0,
2020-07-28,2020,7,210,15:20,Médio Tejo e Lezíria do tejo,Chamusca,Esteva,Matos mediterrânicos,0.81,81.0,33.3,28.5,
2020-07-28,2020,7,210,15:20,Médio Tejo e Lezíria do tejo,Chamusca,Tojo,Matos atlânticos,0.87,87.0,35.0,34.0,
2020-07-28,2020,7,210,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Carqueja,Matos atlânticos,1.01,101.0,22.9,68.7,
2020-07-28,2020,7,210,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Urze,Matos atlânticos,0.75,75.0,22.9,68.7,
2020-07-28,2020,7,210,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Tojo,Matos atlânticos,1.18,118.0,22.9,68.7,
2020-07-28,2020,7,210,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Herbáceas,Herbáceas,0.53,53.0,22.9,68.7,
2020-07-28,2020,7,210,,"Aveiro, Viseu e Dão Lafões",,Urze,Matos atlânticos,0.9,90.0,,,local_em_falta
2020-07-28,2020,7,210,,"Aveiro, Viseu e Dão Lafões",,Tojo,Matos atlânticos,1.33,133.0,,,local_em_falta
2020-07-28,2020,7,210,,"Aveiro, Viseu e Dão Lafões",,P. bravo,Pinhais,1.64,164.0,,,local_em_falta
2020-07-28,2020,7,210,,"Aveiro, Viseu e Dão Lafões",,Eucalipto,Outro,1.67,167.0,,,local_em_falta
2020-07-28,2020,7,210,14:30,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Carqueja,Matos atlânticos,0.73,73.0,30.3,44.5,
2020-07-28,2020,7,210,14:30,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Urze,Matos atlânticos,0.68,68.0,30.3,45.0,
2020-07-28,2020,7,210,14:30,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Herbáceas,Herbáceas,0.5,50.0,30.3,44.5,
2020-07-28,2020,7,210,15:20,Médio Tejo e Lezíria do tejo,Santarém,Tojo,Matos atlânticos,0.87,87.0,35.0,34.0,
2020-07-28,2020,7,210,15:20,Médio Tejo e Lezíria do tejo,Santarém,P. bravo,Pinhais,1.63,163.0,35.0,34.0,
2020-07-28,2020,7,210,14:00,Alto Minho e Cávado,Vile - Caminha,Carqueja,Matos atlânticos,0.73,73.0,30.8,45.2,
2020-07-28,2020,7,210,14:00,Alto Minho e Cávado,Vile - Caminha,Herbáceas,Herbáceas,0.31,31.0,30.8,45.2,
2020-07-28,2020,7,210,14:00,Alto Minho e Cávado,Vile - Caminha,Urze,Matos atlânticos,0.63,63.0,30.8,45.2,
2020-07-28,2020,7,210,14:00,Alto Minho e Cávado,Vile - Caminha,Tojo,Matos atlânticos,1.24,124.0,30.8,45.2,
2020-07-29,2020,7,211,,Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,Esteva,Matos mediterrânicos,0.8,80.0,,,
2020-07-29,2020,7,211,,Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,Tojo,Matos atlânticos,0.83,83.0,,,
2020-07-29,2020,7,211,14:00,Alto Minho e Cávado,Vile - Caminha,Tojo,Matos atlânticos,1.24,124.0,24.0,54.0,
2020-07-29,2020,7,211,14:45,"Beira Baixa, Beiras e Serra da Estrela",Zona industrial,P. bravo,Pinhais,1.41,141.0,37.5,19.0,
2020-07-29,2020,7,211,14:45,"Beira Baixa, Beiras e Serra da Estrela",Olelas,Esteva,Matos mediterrânicos,0.78,78.0,37.5,19.0,
2020-07-29,2020,7,211,14:45,"Beira Baixa, Beiras e Serra da Estrela",Olelas,Urze,Matos atlânticos,0.7,70.0,37.5,19.0,
2020-08-03,2020,8,216,14:40,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,Urze,Matos atlânticos,0.83,83.0,31.1,30.6,
2020-08-03,2020,8,216,14:40,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,Carqueja,Matos atlânticos,0.78,78.0,31.1,30.6,
2020-08-03,2020,8,216,14:40,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,P. bravo,Pinhais,1.82,182.0,31.1,30.6,
2020-08-03,2020,8,216,14:00,AML e Alentejo Litoral,Arrábida - Setúbal,Carrasco,Matos mediterrânicos,0.2287,22.87,28.5,46.7,
2020-08-03,2020,8,216,14:00,AML e Alentejo Litoral,Arrábida - Setúbal,Esteva,Matos mediterrânicos,0.737,73.7,28.5,46.7,
2020-08-03,2020,8,216,14:15,Médio Tejo e Lezíria do tejo,Chamusca,Esteva,Matos mediterrânicos,0.71,71.0,29.9,39.0,
2020-08-03,2020,8,216,14:15,Médio Tejo e Lezíria do tejo,Chamusca,Tojo,Matos atlânticos,0.84,84.0,29.9,39.0,
2020-08-03,2020,8,216,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Carqueja,Matos atlânticos,0.912,91.2,21.3,66.3,
2020-08-03,2020,8,216,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Urze,Matos atlânticos,0.847,84.7,21.3,66.3,
2020-08-03,2020,8,216,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Tojo,Matos atlânticos,1.139,113.9,21.3,66.3,
2020-08-03,2020,8,216,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Herbáceas,Herbáceas,0.519,51.9,21.3,66.3,
2020-08-03,2020,8,216,14:00,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Carqueja,Matos atlânticos,0.843,84.3,33.2,31.0,
2020-08-03,2020,8,216,14:00,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Urze,Matos atlânticos,0.729,72.9,33.2,31.0,
2020-08-03,2020,8,216,14:00,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Herbáceas,Herbáceas,0.264,26.4,33.2,31.0,
2020-08-03,2020,8,216,,"Aveiro, Viseu e Dão Lafões",Viseu,Eucalipto,Outro,1.283,128.3,,,
2020-08-03,2020,8,216,,"Aveiro, Viseu e Dão Lafões",Viseu,P. bravo,Pinhais,1.486,148.6,,,
2020-08-03,2020,8,216,,"Aveiro, Viseu e Dão Lafões",Viseu,Tojo,Matos atlânticos,1.35,135.0,,,
2020-08-03,2020,8,216,,"Aveiro, Viseu e Dão Lafões",Viseu,Urze,Matos atlânticos,0.93,93.0,,,
2020-08-03,2020,8,216,14:25,AML e Alentejo Litoral,Monsanto - Lisboa,Carrasco,Matos mediterrânicos,0.7702,77.02,25.0,60.0,
2020-08-03,2020,8,216,14:50,"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,Esteva,Matos mediterrânicos,0.84,84.0,32.7,27.4,
2020-08-03,2020,8,216,14:50,"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,Giesta,Giestais,0.893,89.3,32.7,27.4,
2020-08-03,2020,8,216,15:15,Médio Tejo e Lezíria do tejo,Santarém,Tojo,Matos atlânticos,0.9,90.0,28.8,42.5,
2020-08-03,2020,8,216,15:15,Médio Tejo e Lezíria do tejo,Santarém,P. bravo,Pinhais,1.62,162.0,28.8,42.5,
2020-08-04,2020,8,217,,"Aveiro, Viseu e Dão Lafões",Viseu,Eucalipto,Outro,1.28,128.0,,,
2020-08-04,2020,8,217,,"Aveiro, Viseu e Dão Lafões",Viseu,P. bravo,Pinhais,1.64,164.0,,,
2020-08-04,2020,8,217,,"Aveiro, Viseu e Dão Lafões",Viseu,Tojo,Matos atlânticos,1.27,127.0,,,
2020-08-04,2020,8,217,,"Aveiro, Viseu e Dão Lafões",Viseu,Urze,Matos atlânticos,0.71,71.0,,,
2020-08-04,2020,8,217,14:07,Douro,Lamares - Vila Real,Carqueja,Matos atlânticos,0.92,92.0,29.4,24.2,
2020-08-04,2020,8,217,14:07,Douro,Lamares - Vila Real,Urze,Matos atlânticos,0.9,90.0,29.4,24.2,
2020-08-04,2020,8,217,14:07,Douro,Lamares - Vila Real,Herbáceas,Herbáceas,0.28,28.0,29.4,24.2,
2020-08-04,2020,8,217,14:00,Alto Minho e Cávado,Vile - Caminha,Carqueja,Matos atlânticos,0.71,71.0,31.2,41.5,
2020-08-04,2020,8,217,14:00,Alto Minho e Cávado,Vile - Caminha,Urze,Matos atlânticos,0.62,62.0,31.2,42.0,
2020-08-04,2020,8,217,14:00,Alto Minho e Cávado,Vile - Caminha,Tojo,Matos atlânticos,1.11,111.0,31.2,42.5,
2020-08-05,2020,8,218,,Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,Esteva,Matos mediterrânicos,0.84,84.0,,,
2020-08-05,2020,8,218,,Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,Tojo,Matos atlânticos,0.75,75.0,,,
2020-08-05,2020,8,218,,"Aveiro, Viseu e Dão Lafões",Viseu,Eucalipto,Outro,1.02,102.0,,,
2020-08-05,2020,8,218,,"Aveiro, Viseu e Dão Lafões",Viseu,P. bravo,Pinhais,1.56,156.0,,,
2020-08-05,2020,8,218,,"Aveiro, Viseu e Dão Lafões",Viseu,Tojo,Matos atlânticos,1.07,107.0,,,
2020-08-05,2020,8,218,,"Aveiro, Viseu e Dão Lafões",Viseu,Urze,Matos atlânticos,0.61,61.0,,,
2020-08-06,2020,8,219,,"Aveiro, Viseu e Dão Lafões",Viseu,Eucalipto,Outro,0.97,97.0,,,
2020-08-06,2020,8,219,,"Aveiro, Viseu e Dão Lafões",Viseu,P. bravo,Pinhais,1.6,160.0,,,
2020-08-06,2020,8,219,,"Aveiro, Viseu e Dão Lafões",Viseu,Tojo,Matos atlânticos,1.14,114.0,,,
