data,ano,mes,dia_juliano,hora,nucleo_sub_regional,local_recolha,especie,grupo,hcv,hcv_pct,t_ar_c,hr_pct,qa_flags
2020-08-06,2020,8,219,,"Aveiro, Viseu e Dão Lafões",Viseu,Urze,Matos atlânticos,0.67,67.0,,,
2020-08-07,2020,8,220,,Algarve,Faro,Esteva,Matos mediterrânicos,0.419,41.9,,,
2020-08-07,2020,8,220,,"Aveiro, Viseu e Dão Lafões",Viseu,Eucalipto,Outro,0.87,87.0,,,
2020-08-07,2020,8,220,,"Aveiro, Viseu e Dão Lafões",Viseu,P. bravo,Pinhais,1.61,161.0,,,
2020-08-07,2020,8,220,,"Aveiro, Viseu e Dão Lafões",Viseu,Tojo,Matos atlânticos,1.22,122.0,,,
2020-08-07,2020,8,220,,"Aveiro, Viseu e Dão Lafões",Viseu,Urze,Matos atlânticos,0.62,62.0,,,
2020-08-10,2020,8,223,14:26,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,Carqueja,Matos atlânticos,0.74,74.0,32.0,35.7,
2020-08-10,2020,8,223,14:26,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,Urze,Matos atlânticos,0.74,74.0,32.0,35.7,
2020-08-10,2020,8,223,14:26,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,P. bravo,Pinhais,1.76,176.0,32.0,35.7,
2020-08-10,2020,8,223,13:30,AML e Alentejo Litoral,Arrábida - Setúbal,Carrasco,Matos mediterrânicos,0.2,20.0,27.6,47.5,
2020-08-10,2020,8,223,13:30,AML e Alentejo Litoral,Arrábida - Setúbal,Esteva,Matos mediterrânicos,0.787,78.7,27.6,47.5,
2020-08-10,2020,8,223,14:40,Médio Tejo e Lezíria do tejo,Chamusca,Esteva,Matos mediterrânicos,0.7,70.0,31.8,42.3,
2020-08-10,2020,8,223,14:40,Médio Tejo e Lezíria do tejo,Chamusca,Tojo,Matos atlânticos,0.82,82.0,31.8,42.3,
2020-08-10,2020,8,223,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Carqueja,Matos atlânticos,0.753,75.3,23.7,61.2,
2020-08-10,2020,8,223,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Urze,Matos atlânticos,0.703,70.3,23.7,61.2,
2020-08-10,2020,8,223,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Tojo,Matos atlânticos,1.073,107.3,23.7,61.2,
2020-08-10,2020,8,223,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Herbáceas,Herbáceas,0.391,39.1,23.7,61.2,
2020-08-10,2020,8,223,14:15,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Carqueja,Matos atlânticos,0.79,79.0,34.0,32.0,
2020-08-10,2020,8,223,14:15,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Urze,Matos atlânticos,0.69,69.0,34.0,32.0,
2020-08-10,2020,8,223,14:15,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Herbáceas,Herbáceas,0.22,22.0,34.0,32.0,
2020-08-10,2020,8,223,,"Aveiro, Viseu e Dão Lafões",Viseu,Eucalipto,Outro,1.24,124.0,,,
2020-08-10,2020,8,223,,"Aveiro, Viseu e Dão Lafões",Viseu,P. bravo,Pinhais,1.63,163.0,,,
2020-08-10,2020,8,223,,"Aveiro, Viseu e Dão Lafões",Viseu,Tojo,Matos atlânticos,1.25,125.0,,,
2020-08-10,2020,8,223,,"Aveiro, Viseu e Dão Lafões",Viseu,Urze,Matos atlânticos,0.62,62.0,,,
2020-08-10,2020,8,223,14:37,Douro,Lamares - Vila Real,Carqueja,Matos atlânticos,0.77,77.0,28.6,34.3,
2020-08-10,2020,8,223,14:37,Douro,Lamares - Vila Real,Urze,Matos atlânticos,0.92,92.0,28.6,34.3,
2020-08-10,2020,8,223,14:37,Douro,Lamares - Vila Real,Herbáceas,Herbáceas,0.24,24.0,28.6,34.3,
2020-08-10,2020,8,223,15:38,AML e Alentejo Litoral,Monsanto - Lisboa,Carrasco,Matos mediterrânicos,0.7758,77.58,26.0,50.0,
2020-08-10,2020,8,223,14:30,AML e Alentejo Litoral,Ouressa - Sintra,Urze,Matos atlânticos,0.1917,19.17,25.2,52.7,
2020-08-10,2020,8,223,14:30,AML e Alentejo Litoral,Ouressa - Sintra,Tojo,Matos atlânticos,0.8708,87.08,25.2,52.7,
2020-08-10,2020,8,223,14:30,"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,Esteva,Matos mediterrânicos,0.884,88.4,32.4,30.4,
2020-08-10,2020,8,223,14:30,"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,Giesta,Giestais,0.659,65.9,32.4,30.4,
2020-08-10,2020,8,223,13:45,Médio Tejo e Lezíria do tejo,Santarém,Tojo,Matos atlânticos,0.86,86.0,29.8,46.8,
2020-08-10,2020,8,223,13:45,Médio Tejo e Lezíria do tejo,Santarém,P. bravo,Pinhais,1.55,155.0,29.8,46.8,
2020-08-11,2020,8,224,,Alto Minho e Cávado,,Eucalipto,Outro,1.27,127.0,,,local_em_falta
2020-08-11,2020,8,224,,Alto Minho e Cávado,,P. bravo,Pinhais,1.79,179.0,,,local_em_falta
2020-08-11,2020,8,224,,Alto Minho e Cávado,,Tojo,Matos atlânticos,1.585,158.5,,,local_em_falta
2020-08-11,2020,8,224,,Alto Minho e Cávado,,Urze,Matos atlânticos,0.855,85.5,,,local_em_falta
2020-08-11,2020,8,224,,"Aveiro, Viseu e Dão Lafões",Viseu,Eucalipto,Outro,1.11,111.0,,,
2020-08-11,2020,8,224,,"Aveiro, Viseu e Dão Lafões",Viseu,P. bravo,Pinhais,1.46,146.0,,,
2020-08-11,2020,8,224,,"Aveiro, Viseu e Dão Lafões",Viseu,Tojo,Matos atlânticos,1.16,116.0,,,
2020-08-11,2020,8,224,,"Aveiro, Viseu e Dão Lafões",Viseu,Urze,Matos atlânticos,0.63,63.0,,,
2020-08-12,2020,8,225,14:06,Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,Tojo,Matos atlânticos,0.98,98.0,20.6,61.2,
2020-08-12,2020,8,225,14:06,Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,Esteva,Matos mediterrânicos,0.87,87.0,20.6,61.2,
2020-08-12,2020,8,225,14:15,"Beira Baixa, Beiras e Serra da Estrela",Zona industrial,P. bravo,Pinhais,1.24,124.0,28.0,37.0,
2020-08-12,2020,8,225,14:45,"Beira Baixa, Beiras e Serra da Estrela",Olelas,Esteva,Matos mediterrânicos,0.8,80.0,28.0,37.0,
2020-08-12,2020,8,225,14:45,"Beira Baixa, Beiras e Serra da Estrela",Olelas,Urze,Matos atlânticos,0.52,52.0,28.0,37.0,
2020-08-17,2020,8,230,13:50,AML e Alentejo Litoral,Arrábida - Setúbal,Esteva,Matos mediterrânicos,0.6123,61.23,30.3,43.5,
2020-08-17,2020,8,230,13:50,AML e Alentejo Litoral,Arrábida - Setúbal,Carrasco,Matos mediterrânicos,0.7549,75.49,30.3,44.0,
2020-08-17,2020,8,230,14:47,AML e Alentejo Litoral,Monsanto - Lisboa,Carrasco,Matos mediterrânicos,0.776,77.6,26.0,67.0,
2020-08-17,2020,8,230,15:42,AML e Alentejo Litoral,Ouressa - Sintra,Urze,Matos atlânticos,0.5631,56.31,28.0,56.0,
2020-08-17,2020,8,230,15:42,AML e Alentejo Litoral,Ouressa - Sintra,Tojo,Matos atlânticos,0.7593,75.93,28.0,56.0,
2020-08-17,2020,8,230,14h40,"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,Esteva,Matos mediterrânicos,0.7545,75.45,29.7,43.6,
2020-08-17,2020,8,230,14h40,"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,Giesta,Giestais,0.7319,73.19,29.7,43.6,
2020-08-19,2020,8,232,,Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,Esteva,Matos mediterrânicos,0.98,98.0,,,
2020-08-19,2020,8,232,,Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,Tojo,Matos atlânticos,0.89,89.0,,,
2020-08-20,2020,8,233,,Algarve,Faro,Esteva,Matos mediterrânicos,0.41,41.0,,,
2020-08-24,2020,8,237,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Carqueja,Matos atlânticos,0.975,97.5,23.7,51.7,
2020-08-24,2020,8,237,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Urze,Matos atlânticos,1.037,103.7,23.7,51.7,
2020-08-24,2020,8,237,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Tojo,Matos atlânticos,1.251,125.1,23.7,51.7,
2020-08-24,2020,8,237,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Herbáceas,Herbáceas,0.672,67.2,23.7,51.7,
2020-08-24,2020,8,237,14:00,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Carqueja,Matos atlânticos,0.897,89.7,31.0,30.5,
2020-08-24,2020,8,237,14:00,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Urze,Matos atlânticos,0.92,92.0,31.0,30.5,
2020-08-24,2020,8,237,14:00,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Herbáceas,Herbáceas,0.34,34.0,31.0,30.5,
2020-08-24,2020,8,237,14:00,Douro,Lamares - Vila Real,Carqueja,Matos atlânticos,0.83,83.0,30.0,31.0,
2020-08-24,2020,8,237,14:00,Douro,Lamares - Vila Real,Urze,Matos atlânticos,0.91,91.0,30.0,31.0,
2020-08-24,2020,8,237,14h05,"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,Esteva,Matos mediterrânicos,0.7869,78.69,35.1,22.0,
2020-08-24,2020,8,237,14h05,"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,Giesta,Giestais,0.8646,86.46,35.1,22.0,
2020-08-25,2020,8,238,14:28,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,Carqueja,Matos atlânticos,0.75,75.0,31.1,26.0,
2020-08-25,2020,8,238,14:28,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,Urze,Matos atlânticos,0.77,77.0,31.1,26.0,
2020-08-25,2020,8,238,14:28,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,P. bravo,Pinhais,1.67,167.0,31.1,26.0,
2020-08-25,2020,8,238,15h30,AML e Alentejo Litoral,Arrábida - Setúbal,Carrasco,Matos mediterrânicos,0.224,22.4,32.4,38.3,
2020-08-25,2020,8,238,15h30,AML e Alentejo Litoral,Arrábida - Setúbal,Esteva,Matos mediterrânicos,0.7092,70.92,32.4,38.0,
2020-08-25,2020,8,238,14h34,AML e Alentejo Litoral,Monsanto - Lisboa,Carrasco,Matos mediterrânicos,0.77,77.0,33.0,27.0,
2020-08-25,2020,8,238,,Alto Minho e Cávado,Ponte de Lima,P. bravo,Pinhais,1.992,199.2,,,
2020-08-25,2020,8,238,,Alto Minho e Cávado,Ponte de Lima,Eucalipto,Outro,1.302,130.2,,,
2020-08-25,2020,8,238,,Alto Minho e Cávado,Ponte de Lima,Urze,Matos atlânticos,0.93,93.0,,,
2020-08-25,2020,8,238,,Alto Minho e Cávado,Ponte de Lima,Tojo,Matos atlânticos,1.5,150.0,,,
2020-08-25,2020,8,238,,Algarve,Faro,Esteva,Matos mediterrânicos,0.458,45.8,,,
2020-08-25,2020,8,238,14h30,AML e Alentejo Litoral,Ouressa - Sintra,Urze,Matos atlânticos,0.2299,22.99,26.2,54.6,
2020-08-25,2020,8,238,14h30,AML e Alentejo Litoral,Ouressa - Sintra,Tojo,Matos atlânticos,0.9448,94.48,26.2,54.6,
2020-08-26,2020,8,239,,Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,Esteva,Matos mediterrânicos,0.94,94.0,34.6,28.6,
2020-08-26,2020,8,239,,Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,Tojo,Matos atlânticos,1.45,145.0,34.6,28.6,
2020-08-27,2020,8,240,14:00,Alto Minho e Cávado,Vile - Caminha,Carqueja,Matos atlânticos,0.88,88.0,24.9,71.0,
2020-08-27,2020,8,240,14:00,Alto Minho e Cávado,Vile - Caminha,Urze,Matos atlânticos,0.79,79.0,24.9,71.0,
2020-08-27,2020,8,240,14:00,Alto Minho e Cávado,Vile - Caminha,Tojo,Matos atlânticos,1.24,124.0,24.9,71.0,
2020-08-31,2020,8,244,15h20,AML e Alentejo Litoral,Arrábida - Setúbal,Carrasco,Matos mediterrânicos,0.2497,24.97,30.0,22.0,
2020-08-31,2020,8,244,25h20,AML e Alentejo Litoral,Arrábida - Setúbal,Esteva,Matos mediterrânicos,0.6777,67.77,30.0,22.0,
2020-08-31,2020,8,244,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Carqueja,Matos atlânticos,0.96,96.0,20.1,35.4,
2020-08-31,2020,8,244,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Urze,Matos atlânticos,0.99,99.0,20.1,35.4,
2020-08-31,2020,8,244,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Tojo,Matos atlânticos,1.23,123.0,20.1,35.4,
2020-08-31,2020,8,244,14:00,Tâmega e Sousa e Ave,Felgueira - Vale de Cambra,Herbáceas,Herbáceas,0.5,50.0,20.1,35.4,
2020-08-31,2020,8,244,15:30,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Carqueja,Matos atlânticos,0.772,77.2,24.8,27.2,
2020-08-31,2020,8,244,15:30,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Urze,Matos atlânticos,0.937,93.7,24.8,27.2,
2020-08-31,2020,8,244,15:30,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Herbáceas,Herbáceas,0.216,21.6,24.8,27.2,
2020-08-31,2020,8,244,14h10,Douro,Lamares - Vila Real,Carqueja,Matos atlânticos,0.9,90.0,29.9,27.0,
2020-08-31,2020,8,244,14h10,Douro,Lamares - Vila Real,Urze,Matos atlânticos,0.79,79.0,29.9,27.0,
2020-08-31,2020,8,244,14h20,AML e Alentejo Litoral,Monsanto - Lisboa,Carrasco,Matos mediterrânicos,0.756,75.6,29.0,15.0,
2020-08-31,2020,8,244,14h15,AML e Alentejo Litoral,Ouressa - Sintra,Urze,Matos atlânticos,0.202,20.2,30.7,31.8,
2020-08-31,2020,8,244,14h15,AML e Alentejo Litoral,Ouressa - Sintra,Tojo,Matos atlânticos,1.0974,109.74,30.7,31.8,
2020-08-31,2020,8,244,14h10,"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,Esteva,Matos mediterrânicos,0.7139,71.39,30.1,14.5,
2020-08-31,2020,8,244,14h10,"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,Giesta,Giestais,0.7966,79.66,30.1,14.5,
2020-09-01,2020,9,245,14:00,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,Carqueja,Matos atlânticos,0.7,70.0,27.9,23.8,
2020-09-01,2020,9,245,14:00,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,Urze,Matos atlânticos,0.67,67.0,27.9,23.8,
2020-09-01,2020,9,245,14:00,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,P. bravo,Pinhais,1.65,165.0,27.9,23.8,
2020-09-01,2020,9,245,14:25,Médio Tejo e Lezíria do tejo,Chamusca,Esteva,Matos mediterrânicos,0.67,67.0,29.4,37.7,
2020-09-01,2020,9,245,14:25,Médio Tejo e Lezíria do tejo,Chamusca,Tojo,Matos atlânticos,0.77,77.0,29.4,38.0,
2020-09-01,2020,9,245,15:25,Médio Tejo e Lezíria do tejo,Santarém,Tojo,Matos atlânticos,0.91,91.0,28.3,33.6,
2020-09-01,2020,9,245,15:25,Médio Tejo e Lezíria do tejo,Santarém,P. bravo,Pinhais,1.76,176.0,28.3,33.6,
2020-09-02,2020,9,246,14:00,Alto Minho e Cávado,Vile - Caminha,Carqueja,Matos atlânticos,0.83,83.0,28.9,37.0,
2020-09-02,2020,9,246,14:00,Alto Minho e Cávado,Vile - Caminha,Urze,Matos atlânticos,0.77,77.0,28.9,37.0,
2020-09-02,2020,9,246,14:00,Alto Minho e Cávado,Vile - Caminha,Tojo,Matos atlânticos,1.13,113.0,28.9,37.0,
2020-09-03,2020,9,247,14:15,"Beira Baixa, Beiras e Serra da Estrela",Zona industrial,P. bravo,Pinhais,1.29,129.0,34.0,13.0,
2020-09-03,2020,9,247,14:45,"Beira Baixa, Beiras e Serra da Estrela",Olelas,Esteva,Matos mediterrânicos,0.77,77.0,34.0,13.0,
2020-09-03,2020,9,247,14:45,"Beira Baixa, Beiras e Serra da Estrela",Olelas,Urze,Matos atlânticos,0.63,63.0,34.0,13.0,
2020-09-07,2020,9,251,14:15,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,Carqueja,Matos atlânticos,0.74,74.0,27.6,31.6,
2020-09-07,2020,9,251,14:15,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,Urze,Matos atlânticos,0.57,57.0,27.6,31.6,
2020-09-07,2020,9,251,14:15,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,P. bravo,Pinhais,1.63,163.0,27.6,31.6,
2020-09-07,2020,9,251,14:00,Médio Tejo e Lezíria do tejo,Chamusca,Tojo,Matos atlânticos,0.69,69.0,33.9,26.0,
2020-09-07,2020,9,251,14:00,Médio Tejo e Lezíria do tejo,Chamusca,Esteva,Matos mediterrânicos,0.69,69.0,33.9,26.0,
2020-09-07,2020,9,251,15:00,Douro,Lamares - Vila Real,Carqueja,Matos atlânticos,0.78,78.0,23.9,33.9,
2020-09-07,2020,9,251,15:00,Douro,Lamares - Vila Real,Urze,Matos atlânticos,0.93,93.0,23.9,33.9,
2020-09-07,2020,9,251,14:45,AML e Alentejo Litoral,Monsanto - Lisboa,Carrasco,Matos mediterrânicos,0.75,75.0,33.0,27.0,
2020-09-07,2020,9,251,14:40,"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,Esteva,Matos mediterrânicos,0.73,73.0,34.4,20.3,
2020-09-07,2020,9,251,14:40,"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,Giesta,Giestais,0.72,72.0,34.4,20.3,
2020-09-07,2020,9,251,15:00,Médio Tejo e Lezíria do tejo,Santarém,Tojo,Matos atlânticos,0.81,81.0,37.8,19.8,
2020-09-07,2020,9,251,15:00,Médio Tejo e Lezíria do tejo,Santarém,P. bravo,Pinhais,1.53,153.0,37.8,19.8,
2020-09-08,2020,9,252,15:22,AML e Alentejo Litoral,Arrábida - Setúbal,Esteva,Matos mediterrânicos,0.58,58.0,32.4,29.4,
2020-09-08,2020,9,252,15:22,AML e Alentejo Litoral,Arrábida - Setúbal,Carrasco,Matos mediterrânicos,0.7,70.0,32.4,29.4,
2020-09-08,2020,9,252,13:28,AML e Alentejo Litoral,Ouressa - Sintra,Urze,Matos atlânticos,0.43,43.0,32.3,23.4,
2020-09-08,2020,9,252,13:28,AML e Alentejo Litoral,Ouressa - Sintra,Tojo,Matos atlânticos,0.52,52.0,32.3,23.4,
2020-09-08,2020,9,252,14:00,Alto Minho e Cávado,Vile - Caminha,Carqueja,Matos atlânticos,0.78,78.0,28.5,35.6,
2020-09-08,2020,9,252,14:00,Alto Minho e Cávado,Vile - Caminha,Urze,Matos atlânticos,0.83,83.0,28.5,35.6,
2020-09-08,2020,9,252,14:00,Alto Minho e Cávado,Vile - Caminha,Tojo,Matos atlânticos,1.08,108.0,28.5,35.6,
2020-09-09,2020,9,253,14:43,Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,Tojo,Matos atlânticos,0.85,85.0,29.9,20.2,
2020-09-09,2020,9,253,14:43,Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,Esteva,Matos mediterrânicos,0.94,94.0,29.9,20.2,
2020-09-09,2020,9,253,,AML e Alentejo Litoral,Faro,Esteva,Matos mediterrânicos,0.424,42.4,,,nucleo_faro_inconsistente
2020-09-11,2020,9,255,,AML e Alentejo Litoral,Faro,Esteva,Matos mediterrânicos,0.416,41.6,,,nucleo_faro_inconsistente
2020-09-14,2020,9,258,,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,Urze,Matos atlânticos,0.59,59.0,,,
2020-09-14,2020,9,258,,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,Carqueja,Matos atlânticos,0.72,72.0,,,
2020-09-14,2020,9,258,,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,P. bravo,Pinhais,1.84,184.0,,,
2020-09-14,2020,9,258,16:05,AML e Alentejo Litoral,Arrábida - Setúbal,Esteva,Matos mediterrânicos,0.55,55.0,27.8,41.9,
2020-09-14,2020,9,258,16:05,AML e Alentejo Litoral,Arrábida - Setúbal,Carrasco,Matos mediterrânicos,0.68,68.0,27.8,41.9,
2020-09-14,2020,9,258,14:10,Douro,Lamares - Vila Real,Carqueja,Matos atlânticos,0.78,78.0,27.0,38.0,
2020-09-14,2020,9,258,14:10,Douro,Lamares - Vila Real,Urze,Matos atlânticos,0.99,99.0,27.0,38.0,
2020-09-14,2020,9,258,14:21,AML e Alentejo Litoral,Monsanto - Lisboa,Carrasco,Matos mediterrânicos,0.75,75.0,24.0,53.0,
2020-09-14,2020,9,258,14:38,AML e Alentejo Litoral,Ouressa - Sintra,Urze,Matos atlânticos,0.43,43.0,26.7,50.4,
2020-09-14,2020,9,258,14:38,AML e Alentejo Litoral,Ouressa - Sintra,Tojo,Matos atlânticos,0.67,67.0,26.7,50.4,
2020-09-14,2020,9,258,14:40,"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,Esteva,Matos mediterrânicos,0.722,72.2,29.6,33.0,
2020-09-14,2020,9,258,14:40,"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,Giesta,Giestais,1.016,101.6,29.6,33.0,
2020-09-14,2020,9,258,,AML e Alentejo Litoral,Faro,Esteva,Matos mediterrânicos,0.417,41.7,,,nucleo_faro_inconsistente
2020-09-15,2020,9,259,15:00,Médio Tejo e Lezíria do tejo,Chamusca,Tojo,Matos atlânticos,0.38,38.0,28.7,39.5,
2020-09-15,2020,9,259,15:00,Médio Tejo e Lezíria do tejo,Chamusca,Esteva,Matos mediterrânicos,0.6,60.0,28.7,39.5,
2020-09-15,2020,9,259,15:30,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Carqueja,Matos atlânticos,0.771,77.1,24.6,41.0,
2020-09-15,2020,9,259,15:30,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Urze,Matos atlânticos,0.683,68.3,24.6,41.0,
2020-09-15,2020,9,259,15:30,"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,Herbáceas,Herbáceas,0.32,32.0,24.6,41.0,
2020-09-15,2020,9,259,15:40,Médio Tejo e Lezíria do tejo,Santarém,Tojo,Matos atlânticos,0.75,75.0,29.5,38.6,
2020-09-15,2020,9,259,15:40,Médio Tejo e Lezíria do tejo,Santarém,P. bravo,Pinhais,1.49,149.0,29.5,38.6,
2020-09-15,2020,9,259,14:30,Alto Minho e Cávado,Vile - Caminha,Carqueja,Matos atlânticos,0.8,80.0,24.8,,
2020-09-15,2020,9,259,14:30,Alto Minho e Cávado,Vile - Caminha,Urze,Matos atlânticos,0.64,64.0,24.8,,
2020-09-15,2020,9,259,14:30,Alto Minho e Cávado,Vile - Caminha,Tojo,Matos atlânticos,1.12,112.0,24.8,,
2020-09-16,2020,9,260,,AML e Alentejo Litoral,Faro,Esteva,Matos mediterrânicos,0.433,43.3,,,nucleo_faro_inconsistente
2020-09-21,2020,9,265,15:30,AML e Alentejo Litoral,Arrábida - Setúbal,Esteva,Matos mediterrânicos,0.6555,65.55,28.4,49.2,
2020-09-21,2020,9,265,15:30,AML e Alentejo Litoral,Arrábida - Setúbal,Carrasco,Matos mediterrânicos,0.706,70.6,28.4,49.0,
2020-09-21,2020,9,265,14:25,AML e Alentejo Litoral,Monsanto - Lisboa,Carrasco,Matos mediterrânicos,0.8546,85.46,25.0,46.0,
2020-09-21,2020,9,265,14:34,AML e Alentejo Litoral,Ouressa - Sintra,Urze,Matos atlânticos,0.5213,52.13,24.5,55.2,
2020-09-21,2020,9,265,14:34,AML e Alentejo Litoral,Ouressa - Sintra,Tojo,Matos atlânticos,0.6338,63.38,24.5,55.0,
2020-09-21,2020,9,265,14:40,"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,Esteva,Matos mediterrânicos,0.99,99.0,26.1,44.2,
2020-09-21,2020,9,265,14:40,"Alto Alentejo, Alentejo Central e Baixo Alentejo",Penha - Portalegre,Giesta,Giestais,0.95,95.0,26.1,44.2,
2020-09-22,2020,9,266,14:00,Médio Tejo e Lezíria do tejo,Chamusca,Tojo,Matos atlânticos,0.73,73.0,27.6,44.6,
2020-09-22,2020,9,266,14:00,Médio Tejo e Lezíria do tejo,Chamusca,Esteva,Matos mediterrânicos,0.89,89.0,27.6,44.6,
2020-09-22,2020,9,266,13:20,Médio Tejo e Lezíria do tejo,Santarém,Tojo,Matos atlânticos,0.79,79.0,24.1,53.5,
2020-09-22,2020,9,266,13:20,Médio Tejo e Lezíria do tejo,Santarém,P. bravo,Pinhais,1.65,165.0,24.1,53.5,
2020-09-22,2020,9,266,,"Aveiro, Viseu e Dão Lafões",,P. bravo,Pinhais,1.76,176.0,,,local_em_falta
2020-09-22,2020,9,266,,"Aveiro, Viseu e Dão Lafões",,Eucalipto,Outro,1.32,132.0,,,local_em_falta
2020-09-22,2020,9,266,,"Aveiro, Viseu e Dão Lafões",,Urze,Matos atlânticos,0.91,91.0,,,local_em_falta
2020-09-22,2020,9,266,,"Aveiro, Viseu e Dão Lafões",,Tojo,Matos atlânticos,1.22,122.0,,,local_em_falta
2020-09-23,2020,9,267,,"Aveiro, Viseu e Dão Lafões",,P. bravo,Pinhais,2.23,223.0,,,local_em_falta
2020-09-23,2020,9,267,,"Aveiro, Viseu e Dão Lafões",,Eucalipto,Outro,1.08,108.0,,,local_em_falta
2020-09-23,2020,9,267,,"Aveiro, Viseu e Dão Lafões",,Urze,Matos atlânticos,1.29,129.0,,,local_em_falta
2020-09-23,2020,9,267,,"Aveiro, Viseu e Dão Lafões",,Tojo,Matos atlânticos,1.63,163.0,,,local_em_falta
2020-09-24,2020,9,268,,"Aveiro, Viseu e Dão Lafões",,P. bravo,Pinhais,1.73,173.0,,,local_em_falta
2020-09-24,2020,9,268,,"Aveiro, Viseu e Dão Lafões",,Eucalipto,Outro,1.32,132.0,,,local_em_falta
2020-09-24,2020,9,268,,"Aveiro, Viseu e Dão Lafões",,Urze,Matos atlânticos,0.85,85.0,,,local_em_falta
2020-09-24,2020,9,268,,"Aveiro, Viseu e Dão Lafões",,Tojo,Matos atlânticos,1.16,116.0,,,local_em_falta
2020-09-25,2020,9,269,,"Aveiro, Viseu e Dão Lafões",,P. bravo,Pinhais,1.73,173.0,,,local_em_falta
2020-09-25,2020,9,269,,"Aveiro, Viseu e Dão Lafões",,Eucalipto,Outro,1.12,112.0,,,local_em_falta
2020-09-25,2020,9,269,,"Aveiro, Viseu e Dão Lafões",,Urze,Matos atlânticos,0.85,85.0,,,local_em_falta
2020-09-25,2020,9,269,,"Aveiro, Viseu e Dão Lafões",,Tojo,Matos atlânticos,1.06,106.0,,,local_em_falta
2020-09-28,2020,9,272,14:07,Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,Urze,Matos atlânticos,0.85,85.0,23.7,35.5,
